step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
21,105.000,0.607678,0.248895,0.143427,54.691032,22.400526,12.908442,1.018149,0.000000,0.015197,1.000000,0.00303936,1.337898,0.000000,15,0.358829,1.250227,,,100.719376,131.390061,0.766568,0.000000
22,110.000,0.603632,0.250988,0.145380,54.326864,22.588957,13.084179,1.022949,0.000000,0.007544,1.000000,0.00150885,1.344610,0.000000,15,0.355031,1.246254,,,103.401106,131.493334,0.786360,0.000000
23,115.000,0.599618,0.253059,0.147324,53.965577,22.775275,13.259148,1.083099,0.000000,0.056208,1.000000,0.01124157,1.351173,0.000000,15,0.351269,1.242109,,,107.895678,131.595583,0.819903,0.000000
24,120.000,0.595635,0.255105,0.149260,53.607164,22.959462,13.433374,1.009534,0.000000,0.067267,1.000000,0.01345336,1.357591,0.000000,15,0.347543,1.237787,,,109.996276,131.696802,0.835224,0.000000
25,125.000,0.591685,0.257128,0.151188,53.251622,23.141497,13.606881,1.010891,0.000000,0.007640,1.000000,0.00152790,1.363866,0.000000,15,0.343851,1.233286,,,102.207043,131.796985,0.775488,0.000000
26,130.000,0.587766,0.259126,0.153108,52.898944,23.321363,13.779693,1.048170,0.000000,0.036219,1.000000,0.00724383,1.370002,0.000000,15,0.340194,1.228602,,,111.833143,131.896127,0.847888,0.000000
27,135.000,0.583879,0.261100,0.155020,52.549124,23.499042,13.951834,1.044682,0.000000,0.007727,1.000000,0.00154531,1.376000,0.000000,15,0.336571,1.223732,,,104.163604,131.994222,0.789153,0.000000
28,140.000,0.580024,0.263050,0.156926,52.202154,23.674517,14.123328,1.085366,0.000000,0.038113,1.000000,0.00762261,1.381863,0.000000,15,0.332982,1.218672,,,109.756232,132.091266,0.830912,0.000000
29,145.000,0.576200,0.264975,0.158824,51.858027,23.847773,14.294200,1.073690,0.000000,0.010383,1.000000,0.00207665,1.387595,0.000000,15,0.329427,1.213418,,,110.553189,132.187255,0.836338,0.000000
30,150.000,0.572408,0.266875,0.160716,51.516733,24.018794,14.464473,1.024985,0.000000,0.044761,0.989247,0.00895212,1.393198,0.000000,15,0.325951,1.207967,,,109.072374,132.282183,0.824543,0.000000
31,155.000,0.568647,0.268751,0.162602,51.178262,24.187566,14.634172,1.009218,0.000000,0.014776,1.000000,0.00295511,1.398675,0.000000,15,0.322521,1.202316,,,103.799449,132.376048,0.784126,0.000000
32,160.000,0.564918,0.270601,0.164481,50.842605,24.354074,14.803321,1.071654,0.000000,0.058831,1.000000,0.01176621,1.404027,0.000000,15,0.319125,1.196462,,,110.502224,132.468846,0.834175,0.000000
33,165.000,0.561219,0.272426,0.166355,50.509750,24.518305,14.971945,1.085876,0.000000,0.013682,1.000000,0.00273631,1.409259,0.000000,15,0.315761,1.190401,,,108.942202,132.560574,0.821830,0.000000
34,170.000,0.557552,0.274225,0.168223,50.179685,24.680246,15.140069,0.988767,0.000000,0.088902,1.000000,0.01778034,1.414371,0.000000,15,0.312431,1.184129,,,110.188348,132.651228,0.830662,0.000000
35,175.000,0.553916,0.275999,0.170086,49.852399,24.839885,15.307715,1.057773,0.000000,0.065767,1.000000,0.01315335,1.419367,0.000000,15,0.309134,1.177645,,,111.382160,132.740806,0.839095,0.000000
36,180.000,0.550310,0.277747,0.171943,49.527879,24.997211,15.474910,1.069431,0.000000,0.011449,0.996416,0.00228974,1.424248,0.000000,15,0.305968,1.170944,,,108.848582,132.829306,0.819462,0.000000
37,185.000,0.546735,0.279469,0.173796,49.206111,25.152212,15.641678,1.045828,0.000000,0.021542,1.000000,0.00430838,1.429018,0.000000,15,0.302869,1.164023,,,109.496632,132.916725,0.823799,0.000000
38,190.000,0.543190,0.281165,0.175645,48.887081,25.304877,15.808042,1.000459,0.000000,0.042877,1.000000,0.00857538,1.433679,0.000000,15,0.299800,1.156880,,,111.871920,133.003061,0.841123,0.000000
39,195.000,0.539675,0.282836,0.177489,48.570775,25.455198,15.974028,1.055986,0.000000,0.053070,1.000000,0.01061405,1.438232,0.000000,15,0.296760,1.149511,,,107.334832,133.088313,0.806493,0.000000
40,200.000,0.536191,0.284480,0.179330,48.257177,25.603163,16.139659,1.046808,0.000000,0.008579,1.000000,0.00171585,1.442680,0.000000,15,0.293751,1.141914,,,106.040952,133.172479,0.796268,0.000000
41,205.000,0.532736,0.286097,0.181166,47.946274,25.748765,16.304962,0.990506,0.000000,0.053323,1.000000,0.01066457,1.447026,0.000000,15,0.290770,1.134085,,,106.541923,133.255558,0.799531,0.000000
42,210.000,0.529312,0.287689,0.183000,47.638047,25.891994,16.469959,1.032314,0.000000,0.040954,1.000000,0.00819075,1.451270,0.000000,15,0.287818,1.126022,,,110.702983,133.337548,0.830246,0.000000
43,215.000,0.525916,0.289254,0.184830,47.332483,26.032842,16.634676,0.987048,0.000000,0.043408,0.996416,0.00868164,1.455416,0.000000,15,0.284911,1.117722,,,107.237617,133.418449,0.803769,0.000000
44,220.000,0.522551,0.290792,0.186657,47.029562,26.171302,16.799136,0.965983,0.000000,0.020904,1.000000,0.00418077,1.459465,0.000000,15,0.282034,1.109182,,,108.279011,133.498260,0.811089,0.000000
45,225.000,0.519214,0.292304,0.188482,46.729269,26.307366,16.963365,0.991966,0.000000,0.026615,1.000000,0.00532292,1.463420,0.000000,15,0.279186,1.100399,,,108.343547,133.576981,0.811094,0.000000
46,230.000,0.515907,0.293789,0.190304,46.431586,26.441027,17.127386,0.988136,0.000000,0.005914,1.000000,0.00118272,1.467282,0.000000,15,0.276365,1.091372,,,107.035183,133.654611,0.800834,0.000000
47,235.000,0.512628,0.295248,0.192125,46.136495,26.572280,17.291225,0.990473,0.000000,0.006392,1.000000,0.00127839,1.471053,0.000000,15,0.273571,1.082098,,,104.844433,133.731149,0.783994,0.000000
48,240.000,0.509378,0.296679,0.193943,45.843978,26.701117,17.454906,1.011509,0.000000,0.021180,1.000000,0.00423597,1.474735,0.000000,15,0.270805,1.072574,,,105.126432,133.806597,0.785660,0.000000
49,245.000,0.506156,0.298084,0.195761,45.554015,26.827533,17.618452,1.026251,0.000000,0.014737,1.000000,0.00294750,1.478330,0.000000,15,0.268067,1.062798,,,111.444317,133.880954,0.832414,0.000000
50,250.000,0.502962,0.299461,0.197577,45.266589,26.951522,17.781889,1.034398,0.000000,0.008236,1.000000,0.00164718,1.481840,0.000000,15,0.265354,1.052768,,,105.578941,133.954220,0.788172,0.000000
51,255.000,0.499796,0.300812,0.199392,44.981680,27.073080,17.945240,1.031374,0.000000,0.005576,1.000000,0.00111518,1.485266,0.000000,15,0.262668,1.042481,,,108.726718,134.026396,0.811234,0.000000
52,260.000,0.496659,0.302136,0.201206,44.699269,27.192201,18.108530,1.028385,0.000000,0.005497,1.000000,0.00109945,1.488611,0.000000,15,0.260009,1.031937,,,109.649896,134.097482,0.817688,0.000000
53,265.000,0.493548,0.303432,0.203020,44.419335,27.308881,18.271783,1.003165,0.000000,0.024210,1.000000,0.00484203,1.491875,0.000000,15,0.257374,1.021133,,,106.739838,134.167479,0.795572,0.000000
54,270.000,0.490465,0.304701,0.204834,44.141860,27.423116,18.435024,0.949807,0.000000,0.052900,1.000000,0.01058008,1.495061,0.000000,15,0.254766,1.010067,,,105.774525,134.236388,0.787972,0.000000
55,275.000,0.487409,0.305943,0.206648,43.866822,27.534901,18.598277,0.931652,0.000000,0.018827,0.996416,0.00376543,1.498170,0.000000,15,0.252222,0.998738,,,107.738481,134.304209,0.802197,0.000000
56,280.000,0.484380,0.307158,0.208462,43.594201,27.644234,18.761565,0.971103,0.000000,0.040891,1.000000,0.00817813,1.501204,0.000000,15,0.249757,0.987145,,,108.934486,134.370944,0.810700,0.000000
57,285.000,0.481378,0.308346,0.210277,43.323976,27.751110,18.924914,0.957878,0.000000,0.013359,1.000000,0.00267183,1.504164,0.000000,15,0.247315,0.975285,,,103.752786,134.436595,0.771760,0.000000
58,290.000,0.478401,0.309506,0.212093,43.056127,27.855526,19.088347,0.965184,0.000000,0.007816,1.000000,0.00156327,1.507051,0.000000,15,0.244896,0.963159,,,107.953668,134.501161,0.802623,0.000000
59,295.000,0.475451,0.310639,0.213910,42.790633,27.957480,19.251888,0.901396,0.000000,0.065871,1.000000,0.01317423,1.509868,0.000000,15,0.242500,0.950765,,,102.432333,134.564645,0.761213,0.000000
60,300.000,0.472527,0.311744,0.215728,42.527471,28.056968,19.415561,0.905513,0.000000,0.006101,1.000000,0.00122021,1.512616,0.000000,15,0.240126,0.938102,,,111.413726,134.627048,0.827573,0.000000
61,305.000,0.469629,0.312822,0.217549,42.266621,28.153988,19.579391,0.972411,0.000000,0.068986,1.000000,0.01379726,1.515295,0.000000,15,0.237773,0.925170,,,108.396703,134.688371,0.804796,0.000000
62,310.000,0.466756,0.313873,0.219371,42.008061,28.248538,19.743401,0.934415,0.000000,0.038892,1.000000,0.00777843,1.517908,0.000000,15,0.235442,0.911969,,,110.639104,134.748617,0.821078,0.000000
63,315.000,0.463909,0.314896,0.221196,41.751770,28.340615,19.907616,0.937676,0.000000,0.005797,0.996416,0.00115948,1.520455,0.000000,15,0.233161,0.898499,,,102.963512,134.807786,0.763780,0.000000
64,320.000,0.461086,0.315891,0.223023,41.497724,28.430217,20.072059,0.871471,0.000000,0.070458,0.989247,0.01409150,1.522938,0.000000,15,0.230917,0.884759,,,106.412736,134.865881,0.789026,0.000000
65,325.000,0.458288,0.316859,0.224853,41.245903,28.517343,20.236754,0.895500,0.000000,0.026974,1.000000,0.00539471,1.525359,0.000000,15,0.228766,0.870751,,,106.194540,134.922903,0.787076,0.000000
66,330.000,0.455514,0.317800,0.226686,40.996284,28.601991,20.401725,0.940183,0.000000,0.047650,1.000000,0.00953000,1.527718,0.000000,15,0.226637,0.856476,,,108.478219,134.978854,0.803668,0.000000
67,335.000,0.452765,0.318713,0.228522,40.748844,28.684158,20.566997,0.907621,0.000000,0.034524,0.992832,0.00690482,1.530016,0.500000,15,0.224679,0.841934,,,103.248136,135.033737,0.764610,0.000000
68,340.000,0.450040,0.319598,0.230362,40.503562,28.763845,20.732593,0.935295,0.000000,0.029685,1.000000,0.00593700,1.532255,0.000000,15,0.222821,0.827128,,,107.037655,135.087552,0.792358,0.000000
69,345.000,0.447338,0.320456,0.232206,40.260415,28.841049,20.898536,0.849195,0.000000,0.091980,0.996416,0.01839595,1.534436,0.000000,15,0.221007,0.812060,,,112.817139,135.140304,0.834815,0.000000
70,350.000,0.444660,0.321286,0.234054,40.019380,28.915769,21.064851,0.868304,0.000000,0.022074,1.000000,0.00441477,1.536560,0.000000,15,0.219260,0.796732,,,98.399055,135.191992,0.727847,0.000000
71,355.000,0.442005,0.322089,0.235906,39.780434,28.988005,21.231561,0.896144,0.000000,0.031118,1.000000,0.00622366,1.538628,0.000000,15,0.217532,0.781148,,,101.625642,135.242620,0.751432,0.000000
72,360.000,0.439373,0.322864,0.237763,39.543555,29.057754,21.398691,0.853778,0.000000,0.047240,1.000000,0.00944808,1.540641,0.000000,15,0.215821,0.765311,,,101.056903,135.292190,0.746953,0.000000
73,365.000,0.436764,0.323611,0.239625,39.308720,29.125017,21.566263,0.881383,0.000000,0.031342,1.000000,0.00626842,1.542600,0.000000,15,0.214128,0.749226,,,103.219680,135.340703,0.762665,0.000000
74,370.000,0.434177,0.324331,0.241492,39.075906,29.189793,21.734301,0.851809,0.000000,0.033548,1.000000,0.00670950,1.544505,0.000000,15,0.212452,0.732898,,,100.284708,135.388164,0.740720,0.000000
75,375.000,0.431612,0.325023,0.243365,38.845089,29.252080,21.902830,0.800568,0.000000,0.060163,1.000000,0.01203252,1.546359,0.000000,15,0.210793,0.716334,,,103.247944,135.434572,0.762346,0.000000
76,380.000,0.429069,0.325688,0.245243,38.616248,29.311879,22.071873,0.791757,0.000000,0.011031,1.000000,0.00220612,1.548161,0.000000,15,0.209151,0.699539,,,101.719830,135.479932,0.750811,0.000000
77,385.000,0.426548,0.326324,0.247127,38.389358,29.369188,22.241454,0.873264,0.000000,0.093300,1.000000,0.01865993,1.549913,0.000000,15,0.207526,0.682522,,,108.925658,135.524245,0.803736,0.000000
78,390.000,0.424049,0.326933,0.249018,38.164397,29.424008,22.411595,0.779985,0.000000,0.106866,1.000000,0.02137318,1.551615,0.000000,15,0.205917,0.665291,,,106.793413,135.567514,0.787751,0.000000
79,395.000,0.421570,0.327515,0.250915,37.941341,29.476338,22.582321,0.780555,0.000000,0.004459,0.996416,0.00089182,1.553269,0.000000,15,0.204418,0.647856,,,103.873988,135.609741,0.765977,0.000000
80,400.000,0.419113,0.328069,0.252818,37.720167,29.526177,22.753656,0.787765,0.000000,0.009066,1.000000,0.00181325,1.554874,0.000000,15,0.202949,0.630228,,,101.473414,135.650929,0.748048,0.000000
81,405.000,0.416676,0.328595,0.254729,37.500853,29.573525,22.925623,0.818705,0.000000,0.037692,1.000000,0.00753837,1.556432,0.000000,15,0.201495,0.612420,,,102.627323,135.691080,0.756331,0.000000
82,410.000,0.414260,0.329093,0.256647,37.283374,29.618382,23.098245,0.825905,0.000000,0.008600,1.000000,0.00172002,1.557943,0.000000,15,0.200056,0.594445,,,104.707957,135.730197,0.771442,0.000000
83,415.000,0.411863,0.329564,0.258573,37.067707,29.660747,23.271546,0.781231,0.000000,0.054218,1.000000,0.01084367,1.559409,0.000000,15,0.198633,0.576317,,,99.738578,135.768282,0.734624,0.000000
84,420.000,0.409487,0.330007,0.260506,36.853829,29.700622,23.445550,0.776680,0.000000,0.006540,1.000000,0.00130798,1.560829,0.000000,15,0.197224,0.558053,,,95.054314,135.805337,0.699931,0.000000
85,425.000,0.407130,0.330422,0.262448,36.641716,29.738004,23.620280,0.798954,0.000000,0.027716,1.000000,0.00554324,1.562205,0.000000,15,0.195831,0.539672,,,101.852455,135.841366,0.749790,0.000000
86,430.000,0.404793,0.330810,0.264397,36.431346,29.772895,23.795760,0.741205,0.000000,0.072451,1.000000,0.01449029,1.563536,0.000000,15,0.194451,0.521193,,,97.993806,135.876371,0.721198,0.000000
87,435.000,0.402474,0.331170,0.266356,36.222694,29.805293,23.972013,0.743995,0.000000,0.004955,0.996416,0.00099093,1.564824,0.000000,15,0.193140,0.502637,,,98.057743,135.910354,0.721488,0.000000
88,440.000,0.400175,0.331502,0.268323,36.015738,29.835200,24.149062,0.761439,0.000000,0.022699,1.000000,0.00453976,1.566069,0.000000,15,0.191853,0.484028,,,104.957024,135.943318,0.772065,0.000000
89,445.000,0.397894,0.331807,0.270299,35.810453,29.862615,24.326932,0.757271,0.000000,0.006379,0.989247,0.00127590,1.567271,0.000000,15,0.190592,0.465391,,,99.202084,135.975266,0.729560,0.000000
90,450.000,0.395631,0.332084,0.272285,35.606817,29.887537,24.505646,0.691013,0.000000,0.087723,0.989247,0.01754461,1.568431,0.000000,15,0.189458,0.446754,,,104.243641,136.006199,0.766462,0.000000
91,455.000,0.393387,0.332333,0.274280,35.404806,29.909967,24.685227,0.692046,0.000000,0.004132,0.996416,0.00082648,1.569550,0.000000,15,0.188406,0.428145,,,94.096253,136.036122,0.691700,0.000000
92,460.000,0.391160,0.332555,0.276286,35.204396,29.929905,24.865699,0.688364,0.000000,0.006328,0.996416,0.00126569,1.570627,0.000000,15,0.187501,0.409597,,,98.032757,136.065036,0.720485,0.000000
93,465.000,0.388951,0.332748,0.278301,35.005564,29.947351,25.047085,0.740904,0.000000,0.070636,1.000000,0.01412725,1.571664,0.000000,15,0.186653,0.391143,,,103.639178,136.092943,0.761532,0.000000
94,470.000,0.386759,0.332914,0.280327,34.808287,29.962305,25.229408,0.731604,0.000000,0.012864,1.000000,0.00257270,1.572660,0.000000,15,0.185819,0.372819,,,96.878622,136.119847,0.711716,0.000000
95,475.000,0.384584,0.333053,0.282363,34.612541,29.974766,25.412693,0.753655,0.000000,0.028936,1.000000,0.00578713,1.573616,0.000000,15,0.185000,0.354662,,,98.077719,136.145751,0.720388,0.000000
96,480.000,0.382426,0.333164,0.284411,34.418302,29.984735,25.596963,0.727233,0.000000,0.035395,1.000000,0.00707905,1.574532,0.000000,15,0.184196,0.336714,,,99.425418,136.170656,0.730153,0.000000
97,485.000,0.380284,0.333247,0.286469,34.225548,29.992212,25.782241,0.670212,0.000000,0.078746,0.996416,0.01574919,1.575409,0.000000,15,0.183421,0.319016,,,97.332849,136.194565,0.714660,0.000000
98,490.000,0.378158,0.333302,0.288539,34.034254,29.997196,25.968550,0.715667,0.000000,0.063156,1.000000,0.01263121,1.576246,0.000000,15,0.182704,0.301614,,,103.745807,136.217482,0.761619,0.000000
99,495.000,0.376049,0.333330,0.290621,33.844397,29.999688,26.155915,0.732131,0.000000,0.022096,1.000000,0.00441917,1.577044,0.000000,15,0.182000,0.284552,,,94.747653,136.239408,0.695450,0.000000
100,500.000,0.373955,0.333330,0.292715,33.655954,29.999688,26.344358,0.663142,0.000000,0.094608,1.000000,0.01892169,1.577803,0.000000,15,0.181309,0.267881,,,95.789644,136.260346,0.702990,0.000000
101,505.000,0.371877,0.333302,0.294821,33.468901,29.997196,26.533903,0.624175,0.000000,0.059169,1.000000,0.01183378,1.578524,0.000000,15,0.180630,0.251650,,,94.048530,136.280299,0.690111,0.000000
102,510.000,0.369813,0.333247,0.296940,33.283214,29.992212,26.724574,0.655505,0.000000,0.047365,0.996416,0.00947298,1.579206,0.000000,15,0.179981,0.235910,,,97.105419,136.299269,0.712443,0.000000
103,515.000,0.367765,0.333164,0.299071,33.098871,29.984735,26.916394,0.641318,0.000000,0.022102,1.000000,0.00442046,1.579849,0.000000,15,0.179395,0.220716,,,99.782925,136.317259,0.731990,0.000000
104,520.000,0.365732,0.333053,0.301215,32.915848,29.974766,27.109387,0.625912,0.000000,0.024497,0.996416,0.00489948,1.580453,0.000000,15,0.178820,0.206122,,,95.747761,136.334272,0.702301,0.000000
105,525.000,0.363712,0.332914,0.303373,32.734120,29.962305,27.303575,0.608204,0.000000,0.028781,1.000000,0.00575627,1.581020,0.000000,15,0.178380,0.192182,,,97.603843,136.350310,0.715831,0.000000
106,530.000,0.361707,0.332748,0.305544,32.553666,29.947351,27.498983,0.611738,0.000000,0.005259,1.000000,0.00105174,1.581547,0.000000,15,0.177951,0.178954,,,97.355958,136.365376,0.713935,0.000000
107,535.000,0.359716,0.332555,0.307729,32.374461,29.929905,27.695634,0.681498,0.000000,0.101879,1.000000,0.02037582,1.582037,0.000000,15,0.177532,0.166493,,,99.380170,136.379473,0.728703,0.000000
108,540.000,0.357739,0.332333,0.309928,32.196481,29.909967,27.893552,0.595878,0.000000,0.126123,1.000000,0.02522461,1.582488,0.000000,15,0.177125,0.154857,,,101.588695,136.392602,0.744826,0.000000
109,545.000,0.355774,0.332084,0.312142,32.019704,29.887537,28.092759,0.648350,0.000000,0.080404,1.000000,0.01608075,1.582900,0.000000,15,0.176728,0.144101,,,96.316959,136.404767,0.706111,0.000000
110,550.000,0.353823,0.331807,0.314370,31.844106,29.862615,28.293280,0.603863,0.000000,0.069169,0.996416,0.01383371,1.583274,0.000000,15,0.176410,0.134281,,,98.777794,136.415971,0.724093,0.000000
111,555.000,0.351885,0.331502,0.316613,31.669662,29.835200,28.495138,0.598985,0.000000,0.008684,1.000000,0.00173674,1.583608,0.000000,15,0.176117,0.125452,,,98.423814,136.426215,0.721444,0.000000
112,560.000,0.349959,0.331170,0.318871,31.496351,29.805293,28.698356,0.658355,0.000000,0.089607,0.992832,0.01792144,1.583905,0.500000,15,0.176000,0.117665,,,100.609356,136.435503,0.737413,0.000000
113,565.000,0.348046,0.330810,0.321144,31.324148,29.772895,28.902958,0.602975,0.000000,0.084711,1.000000,0.01694219,1.584161,0.000000,15,0.175969,0.110972,,,98.979457,136.443837,0.725423,0.000000
114,570.000,0.346145,0.330422,0.323433,31.153029,29.738004,29.108967,0.588499,0.000000,0.024656,1.000000,0.00493124,1.584379,0.000000,15,0.175950,0.105421,,,93.446726,136.451220,0.684836,0.000000
115,575.000,0.344255,0.330007,0.325738,30.982972,29.700622,29.316406,0.612814,0.000000,0.039020,1.000000,0.00780398,1.584557,0.000000,15,0.175943,0.101057,,,95.040587,136.457655,0.696484,0.000000
116,580.000,0.342377,0.329564,0.328059,30.813952,29.660747,29.525300,0.634234,0.000000,0.033095,1.000000,0.00661891,1.584696,0.000000,15,0.175950,0.097924,,,95.000080,136.463143,0.696159,0.000000
117,585.000,0.340511,0.329093,0.330396,30.645947,29.618382,29.735671,0.614793,0.000000,0.031351,0.996416,0.00627015,1.584794,0.000000,15,0.176018,0.096059,,,92.041815,136.467689,0.674459,0.000000
118,590.000,0.338655,0.328595,0.332750,30.478932,29.573525,29.947543,0.646146,0.000000,0.047820,1.000000,0.00956394,1.584852,0.000000,15,0.176159,0.095496,,,98.580916,136.471294,0.722356,0.000000
119,595.000,0.336810,0.328069,0.335122,30.312884,29.526177,30.160940,0.598340,0.000000,0.074688,1.000000,0.01493759,1.584869,0.000000,15,0.176315,0.096266,,,96.285878,136.473961,0.705526,0.000000
120,600.000,0.334975,0.327515,0.337510,30.147779,29.476338,30.375883,0.608840,0.000000,0.016481,0.996416,0.00329628,1.584845,0.000000,15,0.176582,0.098394,,,95.414701,136.475693,0.699133,0.000000
121,605.000,0.333151,0.326933,0.339916,29.983594,29.424008,30.592398,0.626592,0.000000,0.027557,1.000000,0.00551149,1.584780,0.000000,15,0.176930,0.101899,,,95.312064,136.476492,0.698377,0.000000
122,610.000,0.331337,0.326324,0.342339,29.820305,29.369188,30.810507,0.599695,0.000000,0.043706,1.000000,0.00874113,1.584673,0.000000,15,0.177292,0.106797,,,95.603999,136.476362,0.700517,0.000000
123,615.000,0.329532,0.325688,0.344780,29.657888,29.311879,31.030233,0.624113,0.000000,0.038324,1.000000,0.00766482,1.584523,0.000000,15,0.177670,0.113095,,,94.881552,136.475305,0.695229,0.000000
124,620.000,0.327737,0.325023,0.347240,29.496320,29.252080,31.251599,0.598189,0.000000,0.042355,0.996416,0.00847101,1.584331,0.000000,15,0.178070,0.120798,,,91.606690,136.473324,0.671242,0.000000
125,625.000,0.325951,0.324331,0.349718,29.335577,29.189793,31.474630,0.564165,0.000000,0.057700,1.000000,0.01154000,1.584095,0.000000,15,0.178621,0.129902,,,97.321387,136.470422,0.713132,0.000000
126,630.000,0.324174,0.323611,0.352215,29.175636,29.125017,31.699347,0.562668,0.000000,0.005706,1.000000,0.00114128,1.583815,0.000000,15,0.179189,0.140398,,,89.824290,136.466602,0.658214,0.000000
127,635.000,0.322405,0.322864,0.354731,29.016471,29.057754,31.925775,0.628368,0.000000,0.103739,0.982079,0.02074789,1.583491,0.000000,15,0.179910,0.152272,,,99.993285,136.461866,0.732756,0.000000
