service_count,repetition,mode,scenario,vertex_count,active_edges,graph_edges,replicas,scrape_interval_seconds,query_count,prometheus_query_latency_ms,graph_build_wall_ms,graph_build_cpu_ms,peak_python_memory_mib,dense_pairwise_enabled,dense_skipped_reason
250,0,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,5.556215,5.550888,0.484245,True,
250,0,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.536658,5.533937,0.000145,True,
250,1,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.756679,4.753213,0.452278,True,
250,1,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.626977,5.624135,0.000145,True,
250,2,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.664435,4.660449,0.452278,True,
250,2,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.529625,5.527015,0.000145,True,
250,3,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.758102,4.754295,0.452278,True,
250,3,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.324227,5.321819,0.000145,True,
250,4,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.572973,4.569238,0.452278,True,
250,4,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.483308,5.431083,0.000145,True,
250,5,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.633866,4.630272,0.452278,True,
250,5,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.511941,5.50917,0.000145,True,
250,6,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,4.655578,4.651362,0.452278,True,
250,6,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.677272,5.673979,0.000145,True,
500,0,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,11.285925,11.27919,1.00666,True,
500,0,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.622958,19.602467,0.000145,True,
500,1,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,10.383196,10.379001,0.953331,True,
500,1,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.216732,19.213478,0.000145,True,
500,2,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,9.727361,9.722191,0.953331,True,
500,2,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.184922,19.180746,0.000145,True,
500,3,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,10.387735,10.381095,0.953331,True,
500,3,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.627696,19.622314,0.000145,True,
500,4,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,10.001376,9.995772,0.953331,True,
500,4,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.1038,19.099443,0.000145,True,
500,5,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,14.169146,14.163999,0.970657,True,
500,5,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.00814,19.003743,0.000145,True,
500,6,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,10.408031,10.403327,0.953445,True,
500,6,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,18.951745,18.947419,0.000145,True,
1000,0,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,22.606708,22.588426,1.970444,True,
1000,0,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,88.534154,88.509093,0.000145,True,
1000,1,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,21.515782,21.508821,1.97052,True,
1000,1,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,86.249251,86.22986,0.000145,True,
1000,2,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,20.204754,20.199686,1.97052,True,
1000,2,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,88.026186,88.009526,0.000145,True,
1000,3,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,20.00652,20.000773,1.97052,True,
1000,3,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,87.966625,87.945266,0.000145,True,
1000,4,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,20.407004,20.401626,1.97052,True,
1000,4,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,89.221328,89.214015,0.000145,True,
1000,5,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,23.767804,23.763328,2.014229,True,
1000,5,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,87.456505,87.429689,0.000145,True,
1000,6,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,20.623933,20.619384,1.970634,True,
1000,6,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,91.641957,91.581996,0.000145,True,
5000,0,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,140.809308,140.788071,10.929558,True,
5000,1,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,122.825439,122.784453,11.031105,True,
5000,2,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,155.03398,154.987597,11.031288,True,
5000,3,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,160.520843,160.505584,10.940086,True,
5000,4,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,126.337823,126.300366,10.909538,True,
5000,5,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,126.244777,126.209064,10.909538,True,
5000,6,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,123.95747,123.809286,10.90963,True,
