step,time_s,p_index,p_setCurrency,p_browseProduct,p_addToCart,p_viewCart,p_checkout,qps_index,qps_setCurrency,qps_browseProduct,qps_addToCart,qps_viewCart,qps_checkout,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
10,10.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,0.992903,0.000000,0.023379,1.000000,0.02337908,1.383511,0.000000,7,0.388873,1.073814,,,64.584857,111.526316,0.579100,0.000000
11,11.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.044282,0.000000,0.049200,1.000000,0.04920031,1.383511,0.000000,7,0.388873,1.073814,,,68.112053,111.526316,0.610726,0.000000
12,12.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,0.990899,0.000000,0.051120,1.000000,0.05111960,1.383511,0.000000,7,0.388873,1.073814,,,70.553671,111.526316,0.632619,0.000000
13,13.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.050646,0.000000,0.056867,1.000000,0.05686684,1.383511,0.000000,7,0.388873,1.073814,,,69.329958,111.526316,0.621647,0.000000
14,14.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.063197,0.000000,0.011806,1.000000,0.01180567,1.383511,0.000000,7,0.388873,1.073814,,,66.088518,111.526316,0.592582,0.000000
15,15.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.000772,0.000000,0.058714,1.000000,0.05871441,1.383511,0.000000,7,0.388873,1.073814,,,67.597009,111.526316,0.606108,0.000000
16,16.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.001037,0.000000,0.000264,1.000000,0.00026397,1.383511,0.000000,7,0.388873,1.073814,,,66.591744,111.526316,0.597094,0.000000
17,17.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,0.980795,0.000000,0.020220,1.000000,0.02022037,1.383511,0.000000,7,0.388873,1.073814,,,63.460384,111.526316,0.569017,0.000000
18,18.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.008132,0.000000,0.027116,1.000000,0.02711580,1.383511,0.000000,7,0.388873,1.073814,,,63.747710,111.526316,0.571593,0.000000
19,19.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.007043,0.000000,0.001080,1.000000,0.00107983,1.383511,0.000000,7,0.388873,1.073814,,,66.799612,111.526316,0.598958,0.000000
20,20.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.035818,0.000000,0.027780,1.000000,0.02778016,1.383511,0.000000,7,0.388873,1.073814,,,61.094977,111.526316,0.547808,0.000000
21,21.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.083009,0.000000,0.043574,1.000000,0.04357366,1.383511,0.000000,7,0.388873,1.073814,,,63.805517,111.526316,0.572112,0.000000
22,22.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.015993,0.000000,0.061879,1.000000,0.06187889,1.383511,0.000000,7,0.388873,1.073814,,,70.698176,111.526316,0.633915,0.000000
23,23.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.059487,0.000000,0.041051,1.000000,0.04105148,1.383511,0.000000,7,0.388873,1.073814,,,63.711227,111.526316,0.571266,0.000000
24,24.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.024033,0.000000,0.033463,1.000000,0.03346350,1.383511,0.000000,7,0.388873,1.073814,,,67.265502,111.526316,0.603136,0.000000
25,25.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.023457,0.000000,0.000562,1.000000,0.00056249,1.383511,0.000000,7,0.388873,1.073814,,,65.191736,111.526316,0.584541,0.000000
26,26.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.012655,0.000000,0.010555,1.000000,0.01055462,1.383511,0.000000,7,0.388873,1.073814,,,63.432563,111.526316,0.568768,0.000000
27,27.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.074335,0.000000,0.057413,1.000000,0.05741289,1.383511,0.000000,7,0.388873,1.073814,,,65.154704,111.526316,0.584209,0.000000
28,28.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.086735,0.000000,0.011410,1.000000,0.01141023,1.383511,0.000000,7,0.388873,1.073814,,,69.130504,111.526316,0.619858,0.000000
29,29.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.012138,0.000000,0.068643,1.000000,0.06864296,1.383511,0.000000,7,0.388873,1.073814,,,68.548447,111.526316,0.614639,0.000000
30,30.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.061234,0.000000,0.046263,1.000000,0.04626268,1.383511,0.000000,7,0.388873,1.073814,,,66.859634,111.526316,0.599496,0.000000
31,31.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.060629,0.000000,0.000570,1.000000,0.00057049,1.383511,0.000000,7,0.388873,1.073814,,,65.123656,111.526316,0.583931,0.000000
32,32.000,0.715789,0.031579,0.157895,0.031579,0.047368,0.015789,85.894737,3.789474,18.947368,3.789474,5.684211,1.894737,1.057490,0.000000,0.002959,1.000000,0.00295879,1.383511,0.000000,7,0.388873,1.073814,,,68.097915,111.526316,0.610600,0.000000
33,33.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.025878,0.000000,0.506892,0.607143,0.50689153,1.305180,0.500000,7,0.505979,1.959672,,,97.931023,118.526316,0.826239,0.000000
34,34.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.997508,0.000000,0.027654,1.000000,0.02765418,1.305180,0.000000,7,0.505979,1.959672,,,70.462651,118.526316,0.594490,0.000000
35,35.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.056137,0.000000,0.055513,1.000000,0.05551265,1.305180,0.000000,7,0.505979,1.959672,,,75.343109,118.526316,0.635666,0.000000
36,36.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.029894,0.000000,0.024848,1.000000,0.02484844,1.305180,0.000000,7,0.505979,1.959672,,,69.956876,118.526316,0.590222,0.000000
37,37.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.023170,0.000000,0.006529,1.000000,0.00652868,1.305180,0.000000,7,0.505979,1.959672,,,72.932165,118.526316,0.615325,0.000000
38,38.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.058062,0.000000,0.032978,1.000000,0.03297768,1.305180,0.000000,7,0.505979,1.959672,,,73.396547,118.526316,0.619243,0.000000
39,39.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.992452,0.000000,0.062010,1.000000,0.06200988,1.305180,0.000000,7,0.505979,1.959672,,,73.468569,118.526316,0.619850,0.000000
40,40.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.997786,0.000000,0.005346,1.000000,0.00534571,1.305180,0.000000,7,0.505979,1.959672,,,68.559448,118.526316,0.578432,0.000000
41,41.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.001462,0.000000,0.003671,1.000000,0.00367056,1.305180,0.000000,7,0.505979,1.959672,,,70.118946,118.526316,0.591590,0.000000
42,42.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.067349,0.000000,0.061730,1.000000,0.06172987,1.305180,0.000000,7,0.505979,1.959672,,,76.944566,118.526316,0.649177,0.000000
43,43.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.013383,0.000000,0.050561,1.000000,0.05056072,1.305180,0.000000,7,0.505979,1.959672,,,71.990508,118.526316,0.607380,0.000000
44,44.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.014422,0.000000,0.001024,1.000000,0.00102381,1.305180,0.000000,7,0.505979,1.959672,,,75.287132,118.526316,0.635193,0.000000
45,45.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.038096,0.000000,0.022805,1.000000,0.02280542,1.305180,0.000000,7,0.505979,1.959672,,,75.156592,118.526316,0.634092,0.000000
46,46.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.987686,0.000000,0.048559,1.000000,0.04855945,1.305180,0.000000,7,0.505979,1.959672,,,73.122465,118.526316,0.616930,0.000000
47,47.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.959006,0.000000,0.029038,1.000000,0.02903812,1.305180,0.000000,7,0.505979,1.959672,,,70.288957,118.526316,0.593024,0.000000
48,48.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.975540,0.000000,0.016949,1.000000,0.01694910,1.305180,0.000000,7,0.505979,1.959672,,,71.511707,118.526316,0.603340,0.000000
49,49.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.950671,0.000000,0.025493,1.000000,0.02549297,1.305180,0.000000,7,0.505979,1.959672,,,69.805867,118.526316,0.588948,0.000000
50,50.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.011880,0.000000,0.060491,1.000000,0.06049060,1.305180,0.000000,7,0.505979,1.959672,,,73.400735,118.526316,0.619278,0.000000
51,51.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,1.015160,0.000000,0.003230,1.000000,0.00323050,1.305180,0.000000,7,0.505979,1.959672,,,71.130734,118.526316,0.600126,0.000000
52,52.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.969321,0.000000,0.045154,1.000000,0.04515382,1.305180,0.000000,7,0.505979,1.959672,,,78.258842,118.526316,0.660266,0.000000
53,53.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.927465,0.000000,0.043181,1.000000,0.04318085,1.305180,0.000000,7,0.505979,1.959672,,,70.700617,118.526316,0.596497,0.000000
54,54.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.927686,0.000000,0.000238,1.000000,0.00023825,1.305180,0.000000,7,0.505979,1.959672,,,68.740016,118.526316,0.579956,0.000000
55,55.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.926249,0.000000,0.001550,1.000000,0.00154951,1.305180,0.000000,7,0.505979,1.959672,,,72.036796,118.526316,0.607770,0.000000
56,56.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.927074,0.000000,0.000890,1.000000,0.00089011,1.305180,0.000000,7,0.505979,1.959672,,,66.642332,118.526316,0.562258,0.000000
57,57.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.954928,0.000000,0.029169,1.000000,0.02916859,1.305180,0.000000,7,0.505979,1.959672,,,71.789556,118.526316,0.605685,0.000000
58,58.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.898992,0.000000,0.058576,1.000000,0.05857635,1.305180,0.000000,7,0.505979,1.959672,,,75.341033,118.526316,0.635648,0.000000
59,59.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.936708,0.000000,0.040265,1.000000,0.04026497,1.305180,0.000000,7,0.505979,1.959672,,,74.813105,118.526316,0.631194,0.000000
60,60.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.923421,0.000000,0.014186,1.000000,0.01418556,1.305180,0.000000,7,0.505979,1.959672,,,74.075602,118.526316,0.624972,0.000000
61,61.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.895836,0.000000,0.029872,1.000000,0.02987183,1.305180,0.000000,7,0.505979,1.959672,,,68.920786,118.526316,0.581481,0.000000
62,62.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.896006,0.000000,0.000190,1.000000,0.00018954,1.305180,0.000000,7,0.505979,1.959672,,,65.844446,118.526316,0.555526,0.000000
63,63.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.934545,0.000000,0.041238,1.000000,0.04123776,1.305180,0.000000,7,0.505979,1.959672,,,67.752036,118.526316,0.571620,0.000000
64,64.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.931030,0.000000,0.003760,1.000000,0.00376047,1.305180,0.000000,7,0.505979,1.959672,,,69.994135,118.526316,0.590537,0.000000
65,65.000,0.015789,0.731579,0.157895,0.031579,0.047368,0.015789,1.894737,87.789474,18.947368,3.789474,5.684211,1.894737,0.877012,0.000000,0.058020,1.000000,0.05802010,1.305180,0.000000,7,0.505979,1.959672,,,68.270103,118.526316,0.575991,0.000000
66,66.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.898522,0.000000,0.675432,0.678571,0.67543245,0.901954,0.500000,7,0.359971,0.105263,,,114.741583,139.526316,0.822365,0.000000
67,67.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.929649,0.000000,0.033482,1.000000,0.03348205,0.901954,0.000000,7,0.359971,0.105263,,,88.704956,139.526316,0.635758,0.000000
68,68.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.889248,0.000000,0.043458,1.000000,0.04345842,0.901954,0.000000,7,0.359971,0.105263,,,86.625985,139.526316,0.620858,0.000000
69,69.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.909830,0.000000,0.022622,1.000000,0.02262224,0.901954,0.000000,7,0.359971,0.105263,,,87.468379,139.526316,0.626895,0.000000
70,70.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.915968,0.000000,0.006701,1.000000,0.00670099,0.901954,0.000000,7,0.359971,0.105263,,,92.230225,139.526316,0.661024,0.000000
71,71.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.862160,0.000000,0.058745,1.000000,0.05874485,0.901954,0.000000,7,0.359971,0.105263,,,90.206382,139.526316,0.646519,0.000000
72,72.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.823588,0.000000,0.044738,1.000000,0.04473785,0.901954,0.000000,7,0.359971,0.105263,,,87.279706,139.526316,0.625543,0.000000
73,73.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.804202,0.000000,0.023539,1.000000,0.02353898,0.901954,0.000000,7,0.359971,0.105263,,,77.531538,139.526316,0.555677,0.000000
74,74.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.856627,0.000000,0.061199,1.000000,0.06119919,0.901954,0.000000,7,0.359971,0.105263,,,86.039544,139.526316,0.616655,0.000000
75,75.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.884740,0.000000,0.031776,1.000000,0.03177561,0.901954,0.000000,7,0.359971,0.105263,,,88.343330,139.526316,0.633166,0.000000
76,76.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.843033,0.000000,0.047140,1.000000,0.04714012,0.901954,0.000000,7,0.359971,0.105263,,,85.495917,139.526316,0.612758,0.000000
77,77.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.808775,0.000000,0.040636,1.000000,0.04063646,0.901954,0.000000,7,0.359971,0.105263,,,83.029415,139.526316,0.595081,0.000000
78,78.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.776939,0.000000,0.039364,1.000000,0.03936363,0.901954,0.000000,7,0.359971,0.105263,,,85.288108,139.526316,0.611269,0.000000
79,79.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.837580,0.000000,0.072400,1.000000,0.07240028,0.901954,0.000000,7,0.359971,0.105263,,,87.140778,139.526316,0.624547,0.000000
80,80.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.763167,0.000000,0.088843,1.000000,0.08884347,0.901954,0.000000,7,0.359971,0.105263,,,83.830480,139.526316,0.600822,0.000000
81,81.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.810224,0.000000,0.058080,1.000000,0.05808002,0.901954,0.000000,7,0.359971,0.105263,,,91.363925,139.526316,0.654815,0.000000
82,82.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.815564,0.000000,0.006547,1.000000,0.00654740,0.901954,0.000000,7,0.359971,0.105263,,,85.667286,139.526316,0.613987,0.000000
83,83.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.791414,0.000000,0.029612,1.000000,0.02961159,0.901954,0.000000,7,0.359971,0.105263,,,78.754253,139.526316,0.564440,0.000000
84,84.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.810872,0.000000,0.023997,1.000000,0.02399665,0.901954,0.000000,7,0.359971,0.105263,,,83.347786,139.526316,0.597362,0.000000
85,85.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.728618,0.000000,0.101439,1.000000,0.10143886,0.901954,0.000000,7,0.359971,0.105263,,,85.488892,139.526316,0.612708,0.000000
86,86.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.724345,0.000000,0.005865,1.000000,0.00586491,0.901954,0.000000,7,0.359971,0.105263,,,78.700658,139.526316,0.564056,0.000000
87,87.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.804327,0.000000,0.099439,1.000000,0.09943926,0.901954,0.000000,7,0.359971,0.105263,,,87.777579,139.526316,0.629111,0.000000
88,88.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.751067,0.000000,0.066217,1.000000,0.06621681,0.901954,0.000000,7,0.359971,0.105263,,,80.920563,139.526316,0.579966,0.000000
89,89.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.721691,0.000000,0.039111,1.000000,0.03911141,0.901954,0.000000,7,0.359971,0.105263,,,80.044481,139.526316,0.573687,0.000000
90,90.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.762462,0.000000,0.053473,1.000000,0.05347276,0.901954,0.000000,7,0.359971,0.105263,,,82.022632,139.526316,0.587865,0.000000
91,91.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.766463,0.000000,0.005219,1.000000,0.00521928,0.901954,0.000000,7,0.359971,0.105263,,,81.047811,139.526316,0.580878,0.000000
92,92.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.708256,0.000000,0.075942,1.000000,0.07594238,0.901954,0.000000,7,0.359971,0.105263,,,76.028866,139.526316,0.544907,0.000000
93,93.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.689169,0.000000,0.026949,1.000000,0.02694875,0.901954,0.000000,7,0.359971,0.105263,,,76.313067,139.526316,0.546944,0.000000
94,94.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.684011,0.000000,0.007484,1.000000,0.00748405,0.901954,0.000000,7,0.359971,0.105263,,,75.407990,139.526316,0.540457,0.000000
95,95.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.721393,0.000000,0.051819,1.000000,0.05181882,0.901954,0.000000,7,0.359971,0.105263,,,82.484137,139.526316,0.591173,0.000000
96,96.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.739418,0.000000,0.024377,1.000000,0.02437717,0.901954,0.000000,7,0.359971,0.105263,,,81.518043,139.526316,0.584249,0.000000
97,97.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.670490,0.000000,0.093219,1.000000,0.09321898,0.901954,0.000000,7,0.359971,0.105263,,,84.438569,139.526316,0.605180,0.000000
98,98.000,0.015789,0.031579,0.857895,0.031579,0.047368,0.015789,1.894737,3.789474,102.947368,3.789474,5.684211,1.894737,0.692829,0.000000,0.032243,1.000000,0.03224333,0.901954,0.000000,7,0.359971,0.105263,,,78.257830,139.526316,0.560882,0.000000
