step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
17,85.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.930896,0.000000,0.006738,1.000000,0.00134763,1.181291,0.000000,14,0.451198,1.237382,,,95.481894,127.500000,0.748878,0.000000
18,90.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.023792,0.000000,0.090738,1.000000,0.01814756,1.181291,0.000000,14,0.451198,1.237382,,,104.139645,127.500000,0.816782,0.000000
19,95.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.971054,0.000000,0.051513,1.000000,0.01030263,1.181291,0.000000,14,0.451198,1.237382,,,98.613348,127.500000,0.773438,0.000000
20,100.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.951549,0.000000,0.020086,1.000000,0.00401715,1.181291,0.000000,14,0.451198,1.237382,,,99.730553,127.500000,0.782200,0.000000
21,105.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.965665,0.000000,0.014617,1.000000,0.00292343,1.181291,0.000000,14,0.451198,1.237382,,,93.467138,127.500000,0.733076,0.000000
22,110.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.970051,0.000000,0.004522,1.000000,0.00090433,1.181291,0.000000,14,0.451198,1.237382,,,95.880110,127.500000,0.752001,0.000000
23,115.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.029994,0.000000,0.058197,1.000000,0.01163949,1.181291,0.000000,14,0.451198,1.237382,,,100.323533,127.500000,0.786851,0.000000
24,120.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.956431,0.000000,0.071421,1.000000,0.01428423,1.181291,0.000000,14,0.451198,1.237382,,,102.546773,127.500000,0.804288,0.000000
25,125.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.957998,0.000000,0.001636,1.000000,0.00032726,1.181291,0.000000,14,0.451198,1.237382,,,94.185780,127.500000,0.738712,0.000000
26,130.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.995697,0.000000,0.037862,1.000000,0.00757241,1.181291,0.000000,14,0.451198,1.237382,,,103.949875,127.500000,0.815293,0.000000
27,135.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.992840,0.000000,0.002869,1.000000,0.00057385,1.181291,0.000000,14,0.451198,1.237382,,,95.898327,127.500000,0.752144,0.000000
28,140.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.034365,0.000000,0.040145,1.000000,0.00802900,1.181291,0.000000,14,0.451198,1.237382,,,101.601436,127.500000,0.796874,0.000000
29,145.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.023741,0.000000,0.010271,1.000000,0.00205427,1.181291,0.000000,14,0.451198,1.237382,,,102.246334,127.500000,0.801932,0.000000
30,150.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.976298,0.000000,0.046343,1.000000,0.00926853,1.181291,0.000000,14,0.451198,1.237382,,,100.886487,127.500000,0.791267,0.000000
31,155.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.962001,0.000000,0.014643,1.000000,0.00292869,1.181291,0.000000,14,0.451198,1.237382,,,95.514616,127.500000,0.749134,0.000000
32,160.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.026118,0.000000,0.062485,1.000000,0.01249701,1.181291,0.000000,14,0.451198,1.237382,,,102.167299,127.500000,0.801312,0.000000
33,165.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.042230,0.000000,0.015458,1.000000,0.00309167,1.181291,0.000000,14,0.451198,1.237382,,,100.440076,127.500000,0.787765,0.000000
34,170.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.947217,0.000000,0.091163,1.000000,0.01823264,1.181291,0.000000,14,0.451198,1.237382,,,101.932913,127.500000,0.799474,0.000000
35,175.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.018525,0.000000,0.070012,1.000000,0.01400232,1.181291,0.000000,14,0.451198,1.237382,,,103.000319,127.500000,0.807846,0.000000
36,180.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.032690,0.000000,0.013717,1.000000,0.00274333,1.181291,0.000000,14,0.451198,1.237382,,,100.329953,127.500000,0.786902,0.000000
37,185.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.011797,0.000000,0.020232,1.000000,0.00404640,1.181291,0.000000,14,0.451198,1.237382,,,100.879645,127.500000,0.791213,0.000000
38,190.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.969338,0.000000,0.041964,1.000000,0.00839280,1.181291,0.000000,14,0.451198,1.237382,,,103.406005,127.500000,0.811027,0.000000
39,195.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.027974,0.000000,0.057041,1.000000,0.01140819,1.181291,0.000000,14,0.451198,1.237382,,,98.934512,127.500000,0.775957,0.000000
40,200.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.022103,0.000000,0.005712,1.000000,0.00114234,1.181291,0.000000,14,0.451198,1.237382,,,97.387698,127.500000,0.763825,0.000000
41,205.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.969301,0.000000,0.051660,1.000000,0.01033196,1.181291,0.000000,14,0.451198,1.237382,,,98.142076,127.500000,0.769742,0.000000
42,210.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.014801,0.000000,0.044836,1.000000,0.00896714,1.181291,0.000000,14,0.451198,1.237382,,,102.460589,127.500000,0.803612,0.000000
43,215.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.973415,0.000000,0.040782,1.000000,0.00815637,1.181291,0.000000,14,0.451198,1.237382,,,98.898389,127.500000,0.775674,0.000000
44,220.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.956416,0.000000,0.017464,1.000000,0.00349272,1.181291,0.000000,14,0.451198,1.237382,,,100.029869,127.500000,0.784548,0.000000
45,225.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.986646,0.000000,0.030639,1.000000,0.00612785,1.181291,0.000000,14,0.451198,1.237382,,,100.409047,127.500000,0.787522,0.000000
46,230.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.987242,0.000000,0.000604,1.000000,0.00012084,1.181291,0.000000,14,0.451198,1.237382,,,98.778928,127.500000,0.774737,0.000000
47,235.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.994181,0.000000,0.006979,1.000000,0.00139578,1.181291,0.000000,14,0.451198,1.237382,,,96.925096,127.500000,0.760197,0.000000
48,240.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.019989,0.000000,0.025303,1.000000,0.00506053,1.181291,0.000000,14,0.451198,1.237382,,,97.386318,127.500000,0.763814,0.000000
49,245.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.039671,0.000000,0.018931,1.000000,0.00378625,1.181291,0.000000,14,0.451198,1.237382,,,103.758509,127.500000,0.813792,0.000000
50,250.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.052920,0.000000,0.012583,1.000000,0.00251662,1.181291,0.000000,14,0.451198,1.237382,,,97.980217,127.500000,0.768472,0.000000
51,255.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.055158,0.000000,0.002120,1.000000,0.00042408,1.181291,0.000000,14,0.451198,1.237382,,,100.910411,127.500000,0.791454,0.000000
52,260.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.057585,0.000000,0.002295,1.000000,0.00045892,1.181291,0.000000,14,0.451198,1.237382,,,101.978146,127.500000,0.799829,0.000000
53,265.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.037930,0.000000,0.018584,1.000000,0.00371678,1.181291,0.000000,14,0.451198,1.237382,,,99.180249,127.500000,0.777884,0.000000
54,270.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.990281,0.000000,0.045908,1.000000,0.00918156,1.181291,0.000000,14,0.451198,1.237382,,,98.482046,127.500000,0.772408,0.000000
55,275.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.977977,0.000000,0.012425,1.000000,0.00248508,1.181291,0.000000,14,0.451198,1.237382,,,100.684363,127.500000,0.789681,0.000000
56,280.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.023411,0.000000,0.044395,1.000000,0.00887907,1.181291,0.000000,14,0.451198,1.237382,,,102.329086,127.500000,0.802581,0.000000
57,285.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.016300,0.000000,0.006949,1.000000,0.00138977,1.181291,0.000000,14,0.451198,1.237382,,,96.919391,127.500000,0.760152,0.000000
58,290.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.029844,0.000000,0.013151,1.000000,0.00263027,1.181291,0.000000,14,0.451198,1.237382,,,101.777206,127.500000,0.798253,0.000000
59,295.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.972411,0.000000,0.055768,1.000000,0.01115363,1.181291,0.000000,14,0.451198,1.237382,,,95.985656,127.500000,0.752829,0.000000
60,300.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.982997,0.000000,0.010769,1.000000,0.00215377,1.181291,0.000000,14,0.451198,1.237382,,,105.782371,127.500000,0.829666,0.000000
61,305.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.056471,0.000000,0.069547,1.000000,0.01390932,1.181291,0.000000,14,0.451198,1.237382,,,102.518875,127.500000,0.804070,0.000000
62,310.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.025152,0.000000,0.029645,1.000000,0.00592900,1.181291,0.000000,14,0.451198,1.237382,,,104.663666,127.500000,0.820891,0.000000
63,315.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.035186,0.000000,0.009693,1.000000,0.00193855,1.181291,0.000000,14,0.451198,1.237382,,,97.749797,127.500000,0.766665,0.000000
64,320.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.975842,0.000000,0.057327,1.000000,0.01146538,1.181291,0.000000,14,0.451198,1.237382,,,100.906148,127.500000,0.791421,0.000000
65,325.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.006815,0.000000,0.030764,1.000000,0.00615271,1.181291,0.000000,14,0.451198,1.237382,,,101.546419,127.500000,0.796443,0.000000
66,330.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.058520,0.066667,0.064106,1.000000,0.01282110,1.181291,0.000000,15,0.464986,1.324936,,,104.423422,127.500000,0.819007,0.000000
67,335.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.033048,0.066667,0.039720,1.000000,0.00794399,1.181291,0.000000,14,0.451198,1.237382,,,99.040378,127.500000,0.776787,0.000000
68,340.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.067878,0.066667,0.048135,1.000000,0.00962703,1.181291,0.000000,15,0.464986,1.324936,,,103.521907,127.500000,0.811937,0.000000
69,345.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.988991,0.066667,0.088730,1.000000,0.01774603,1.181291,0.000000,14,0.451198,1.237382,,,108.912753,127.500000,0.854218,0.000000
70,350.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.015363,0.000000,0.025973,1.000000,0.00519461,1.181291,0.000000,14,0.451198,1.237382,,,94.959607,127.500000,0.744781,0.000000
71,355.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.050511,0.000000,0.033458,1.000000,0.00669160,1.181291,0.000000,14,0.451198,1.237382,,,98.234645,127.500000,0.770468,0.000000
72,360.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.015490,0.000000,0.033337,1.000000,0.00666747,1.181291,0.000000,14,0.451198,1.237382,,,97.356074,127.500000,0.763577,0.000000
73,365.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.050471,0.000000,0.033301,1.000000,0.00666014,1.181291,0.000000,14,0.451198,1.237382,,,100.339111,127.500000,0.786973,0.000000
74,370.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.028298,0.000000,0.021108,1.000000,0.00422168,1.181291,0.000000,14,0.451198,1.237382,,,97.129974,127.500000,0.761804,0.000000
75,375.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.984475,0.000000,0.042617,1.000000,0.00852331,1.181291,0.000000,14,0.451198,1.237382,,,100.321225,127.500000,0.786833,0.000000
76,380.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.983092,0.000000,0.001405,1.000000,0.00028105,1.181291,0.000000,14,0.451198,1.237382,,,99.421270,127.500000,0.779775,0.000000
77,385.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.072030,0.066667,0.097675,1.000000,0.01953493,1.181291,0.000000,15,0.464986,1.324936,,,107.145361,127.500000,0.840356,0.000000
78,390.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.986180,0.066667,0.094840,1.000000,0.01896795,1.181291,0.000000,14,0.451198,1.237382,,,104.928969,127.500000,0.822972,0.000000
79,395.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.994169,0.000000,0.008035,1.000000,0.00160705,1.181291,0.000000,14,0.451198,1.237382,,,102.940336,127.500000,0.807375,0.000000
80,400.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.008781,0.000000,0.014485,1.000000,0.00289698,1.181291,0.000000,14,0.451198,1.237382,,,100.837361,127.500000,0.790881,0.000000
81,405.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.047099,0.000000,0.036595,1.000000,0.00731890,1.181291,0.000000,14,0.451198,1.237382,,,101.819431,127.500000,0.798584,0.000000
82,410.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.061647,0.066667,0.029526,1.000000,0.00590527,1.181291,0.000000,15,0.464986,1.324936,,,105.084942,127.500000,0.824196,0.000000
83,415.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.024284,0.066667,0.050672,1.000000,0.01013434,1.181291,0.000000,14,0.451198,1.237382,,,99.478372,127.500000,0.780223,0.000000
84,420.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.026999,0.000000,0.002644,1.000000,0.00052874,1.181291,0.000000,14,0.451198,1.237382,,,95.045304,127.500000,0.745453,0.000000
85,425.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.056489,0.000000,0.027913,1.000000,0.00558260,1.181291,0.000000,14,0.451198,1.237382,,,102.172501,127.500000,0.801353,0.000000
86,430.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.005898,0.000000,0.047886,1.000000,0.00957719,1.181291,0.000000,14,0.451198,1.237382,,,97.721830,127.500000,0.766446,0.000000
87,435.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.015782,0.000000,0.009731,1.000000,0.00194614,1.181291,0.000000,14,0.451198,1.237382,,,99.308852,127.500000,0.778893,0.000000
88,440.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.040250,0.000000,0.023521,1.000000,0.00470430,1.181291,0.000000,14,0.451198,1.237382,,,106.199863,127.500000,0.832940,0.000000
89,445.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.043029,0.000000,0.002664,1.000000,0.00053273,1.181291,0.000000,14,0.451198,1.237382,,,100.504188,127.500000,0.788268,0.000000
90,450.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.983633,0.000000,0.056945,1.000000,0.01138899,1.181291,0.000000,14,0.451198,1.237382,,,104.887952,127.500000,0.822651,0.000000
91,455.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.991439,0.000000,0.007873,1.000000,0.00157463,1.181291,0.000000,14,0.451198,1.237382,,,96.491841,127.500000,0.756799,0.000000
92,460.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.994433,0.000000,0.003011,1.000000,0.00060219,1.181291,0.000000,14,0.451198,1.237382,,,100.368623,127.500000,0.787205,0.000000
93,465.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.053548,0.000000,0.056110,1.000000,0.01122198,1.181291,0.000000,14,0.451198,1.237382,,,105.477508,127.500000,0.827275,0.000000
94,470.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.050713,0.000000,0.002690,1.000000,0.00053806,1.181291,0.000000,14,0.451198,1.237382,,,99.177966,127.500000,0.777866,0.000000
95,475.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.079115,0.066667,0.041940,1.000000,0.00838796,1.181291,0.000000,15,0.464986,1.324936,,,101.521638,127.500000,0.796248,0.000000
96,480.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.058923,0.000000,0.018711,1.000000,0.00374226,1.181291,0.000000,15,0.464986,1.324936,,,101.903123,127.500000,0.799240,0.000000
97,485.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.008006,0.066667,0.063355,1.000000,0.01267110,1.181291,0.000000,14,0.451198,1.237382,,,100.343221,127.500000,0.787006,0.000000
98,490.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.059433,0.066667,0.063806,1.000000,0.01276129,1.181291,0.000000,15,0.464986,1.324936,,,107.468547,127.500000,0.842891,0.000000
99,495.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.081731,0.000000,0.020613,1.000000,0.00412263,1.181291,0.000000,15,0.464986,1.324936,,,98.510025,127.500000,0.772628,0.000000
100,500.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.018434,0.066667,0.073619,1.000000,0.01472384,1.181291,0.000000,14,0.451198,1.237382,,,99.213059,127.500000,0.778142,0.000000
101,505.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.985010,0.000000,0.032818,1.000000,0.00656363,1.181291,0.000000,14,0.451198,1.237382,,,97.614402,127.500000,0.765603,0.000000
102,510.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.021730,0.000000,0.035939,1.000000,0.00718773,1.181291,0.000000,14,0.451198,1.237382,,,101.379284,127.500000,0.795132,0.000000
103,515.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.012774,0.000000,0.008766,1.000000,0.00175315,1.181291,0.000000,14,0.451198,1.237382,,,104.227680,127.500000,0.817472,0.000000
104,520.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.002435,0.000000,0.010208,1.000000,0.00204159,1.181291,0.000000,14,0.451198,1.237382,,,100.405984,127.500000,0.787498,0.000000
105,525.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.989627,0.000000,0.012777,1.000000,0.00255544,1.181291,0.000000,14,0.451198,1.237382,,,102.447283,127.500000,0.803508,0.000000
106,530.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.997889,0.000000,0.008279,1.000000,0.00165579,1.181291,0.000000,14,0.451198,1.237382,,,103.193379,127.500000,0.809360,0.000000
107,535.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.072199,0.066667,0.084238,1.000000,0.01684752,1.181291,0.000000,15,0.464986,1.324936,,,104.152690,127.500000,0.816884,0.000000
108,540.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,0.990947,0.066667,0.090608,1.000000,0.01812153,1.181291,0.000000,14,0.451198,1.237382,,,106.132436,127.500000,0.832411,0.000000
109,545.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.047603,0.000000,0.054082,1.000000,0.01081632,1.181291,0.000000,14,0.451198,1.237382,,,101.176472,127.500000,0.793541,0.000000
110,550.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.007110,0.000000,0.038653,1.000000,0.00773062,1.181291,0.000000,14,0.451198,1.237382,,,103.807695,127.500000,0.814178,0.000000
111,555.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.006034,0.000000,0.001069,1.000000,0.00021377,1.181291,0.000000,14,0.451198,1.237382,,,104.625769,127.500000,0.820594,0.000000
112,560.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.069009,0.066667,0.074008,1.000000,0.01480153,1.181291,0.000000,15,0.464986,1.324936,,,106.318502,127.500000,0.833871,0.000000
113,565.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.017035,0.066667,0.063882,1.000000,0.01277641,1.181291,0.000000,14,0.451198,1.237382,,,104.844459,127.500000,0.822309,0.000000
114,570.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.005762,0.000000,0.011084,1.000000,0.00221686,1.181291,0.000000,14,0.451198,1.237382,,,99.819577,127.500000,0.782899,0.000000
115,575.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.033073,0.000000,0.026437,1.000000,0.00528735,1.181291,0.000000,14,0.451198,1.237382,,,101.457405,127.500000,0.795744,0.000000
116,580.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.057281,0.000000,0.022897,1.000000,0.00457933,1.181291,0.000000,14,0.451198,1.237382,,,101.528443,127.500000,0.796302,0.000000
117,585.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.040417,0.000000,0.015950,1.000000,0.00319005,1.181291,0.000000,14,0.451198,1.237382,,,98.531246,127.500000,0.772794,0.000000
118,590.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.074133,0.066667,0.046929,1.000000,0.00938575,1.181291,0.000000,15,0.464986,1.324936,,,105.654071,127.500000,0.828659,0.000000
119,595.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.028475,0.066667,0.057868,1.000000,0.01157359,1.181291,0.000000,14,0.451198,1.237382,,,102.965690,127.500000,0.807574,0.000000
120,600.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.040905,0.000000,0.011941,1.000000,0.00238822,1.181291,0.000000,14,0.451198,1.237382,,,102.662348,127.500000,0.805195,0.000000
121,605.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.060367,0.066667,0.034103,1.000000,0.00682057,1.181291,0.000000,15,0.464986,1.324936,,,103.033427,127.500000,0.808105,0.000000
122,610.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.034960,0.066667,0.039619,1.000000,0.00792388,1.181291,0.000000,14,0.451198,1.237382,,,103.044325,127.500000,0.808191,0.000000
123,615.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.060646,0.066667,0.039872,1.000000,0.00797437,1.181291,0.000000,15,0.464986,1.324936,,,102.509010,127.500000,0.803992,0.000000
124,620.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.035766,0.066667,0.039124,1.000000,0.00782482,1.181291,0.000000,14,0.451198,1.237382,,,99.190328,127.500000,0.777963,0.000000
125,625.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.002562,0.000000,0.032057,1.000000,0.00641146,1.181291,0.000000,14,0.451198,1.237382,,,104.115111,127.500000,0.816589,0.000000
126,630.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.001660,0.000000,0.000900,1.000000,0.00017996,1.181291,0.000000,14,0.451198,1.237382,,,97.571206,127.500000,0.765264,0.000000
127,635.000,0.700000,0.150000,0.150000,63.000000,13.500000,13.500000,1.067729,0.066667,0.076928,1.000000,0.01538559,1.181291,0.000000,15,0.464986,1.324936,,,106.487292,127.500000,0.835194,0.000000
