step,time_s,p_index,p_setCurrency,p_browseProduct,p_addToCart,p_viewCart,p_checkout,qps_index,qps_setCurrency,qps_browseProduct,qps_addToCart,qps_viewCart,qps_checkout,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
11,11.000,0.055955,0.153722,0.658896,0.068026,0.039322,0.024079,6.714647,18.446604,79.067530,8.163097,4.718679,2.889442,1.044282,0.000000,0.046408,1.000000,0.04640778,1.621436,0.000000,7,0.319184,0.105489,,,89.498839,135.363463,0.661174,0.000000
12,12.000,0.057378,0.155325,0.656407,0.066669,0.039150,0.025072,6.885339,18.638953,78.768794,8.000289,4.698021,3.008604,0.990899,0.000000,0.053983,1.000000,0.05398253,1.629364,0.000000,7,0.319744,0.101004,,,91.695194,135.326074,0.677587,0.000000
13,13.000,0.058820,0.156912,0.653764,0.065323,0.039077,0.026105,7.058413,18.829384,78.451645,7.838716,4.689236,3.132606,1.050646,0.000000,0.053927,1.000000,0.05392744,1.637767,0.000000,7,0.320198,0.096923,,,90.683826,135.290710,0.670289,0.000000
14,14.000,0.060282,0.158481,0.650965,0.063988,0.039105,0.027179,7.233827,19.017735,78.115800,7.678504,4.692635,3.261499,1.063197,0.000000,0.008693,1.000000,0.00869259,1.646649,0.000000,7,0.320541,0.093259,,,87.502441,135.257446,0.646933,0.000000
15,15.000,0.061763,0.160032,0.648008,0.062665,0.039238,0.028294,7.411535,19.203835,77.760974,7.519789,4.708535,3.395332,1.000772,0.000000,0.061811,0.964286,0.06181080,1.656016,0.000000,7,0.320970,0.090028,,,88.719466,135.226355,0.656081,0.000000
16,16.000,0.063262,0.161563,0.644891,0.061356,0.039477,0.029451,7.591483,19.387504,77.386886,7.362713,4.737263,3.534151,1.001037,0.000000,0.003634,1.000000,0.00363443,1.665870,0.000000,7,0.321416,0.087247,,,87.693290,135.197518,0.648631,0.000000
17,17.000,0.064780,0.163071,0.641610,0.060062,0.039826,0.030650,7.773614,19.568553,76.993255,7.207425,4.779151,3.678001,0.980795,0.000000,0.023626,1.000000,0.02362600,1.676214,0.000000,7,0.321749,0.084934,,,84.359233,135.171014,0.624093,0.000000
18,18.000,0.066316,0.164557,0.638165,0.058784,0.040288,0.031891,7.957864,19.746783,76.579805,7.054083,4.834540,3.826925,1.008132,0.000000,0.023630,1.000000,0.02362979,1.687050,0.000000,7,0.321965,0.083109,,,84.540950,135.146928,0.625548,0.000000
19,19.000,0.067868,0.166017,0.634552,0.057524,0.040865,0.033175,8.144160,19.921987,76.146264,6.902852,4.903778,3.980960,1.007043,0.000000,0.004869,1.000000,0.00486858,1.698376,0.000000,7,0.322060,0.081794,,,87.872787,135.125346,0.650306,0.000000
20,20.000,0.069437,0.167450,0.630770,0.056283,0.041560,0.034501,8.332425,20.093945,75.692368,6.753906,4.987215,4.140141,1.035818,0.000000,0.024109,1.000000,0.02410931,1.710190,0.000000,7,0.322028,0.081012,,,82.051654,135.106357,0.607312,0.000000
21,21.000,0.071021,0.168854,0.626815,0.055062,0.042377,0.035871,8.522572,20.262430,75.217859,6.607428,5.085212,4.304500,1.083009,0.000000,0.039869,1.000000,0.03986943,1.722490,0.000000,7,0.321864,0.080789,,,85.127573,135.090053,0.630154,0.000000
22,22.000,0.072621,0.170227,0.622687,0.053863,0.043318,0.037284,8.714507,20.427201,74.722493,6.463608,5.198130,4.474061,1.015993,0.000000,0.065589,1.000000,0.06558918,1.735270,0.000000,7,0.321563,0.081154,,,91.759329,135.076528,0.679314,0.000000
23,23.000,0.074234,0.171567,0.618384,0.052689,0.044386,0.038740,8.908126,20.588010,74.206037,6.322647,5.326334,4.648846,1.059487,0.000000,0.037150,1.000000,0.03714967,1.748523,0.000000,7,0.321120,0.082135,,,84.776170,135.065879,0.627665,0.000000
24,24.000,0.075861,0.172872,0.613902,0.051540,0.045585,0.040241,9.103317,20.744594,73.668272,6.184755,5.470193,4.828868,1.024033,0.000000,0.037475,1.000000,0.03747451,1.762242,0.000000,7,0.320527,0.083766,,,88.359915,135.058204,0.654236,0.000000
25,25.000,0.077500,0.174139,0.609242,0.050418,0.046917,0.041784,9.299958,20.896682,73.108999,6.050151,5.630077,5.014133,1.023457,0.125000,0.022233,1.000000,0.02223252,1.776415,0.000000,8,0.383661,0.226468,,,87.037627,135.053605,0.644467,0.000000
26,26.000,0.079149,0.175367,0.604400,0.049326,0.048386,0.043372,9.497914,21.043990,72.528037,5.919063,5.806353,5.204642,1.012655,0.000000,0.015206,1.000000,0.01520639,1.791032,0.000000,8,0.381995,0.229767,,,84.421027,135.052185,0.625099,0.000000
27,27.000,0.080809,0.176552,0.599377,0.048264,0.049995,0.045003,9.697043,21.186223,71.925230,5.791731,5.999389,5.400385,1.074335,0.000000,0.053895,1.000000,0.05389515,1.806079,0.000000,8,0.380157,0.233483,,,86.280279,135.054048,0.638857,0.000000
28,28.000,0.082477,0.177692,0.594170,0.047237,0.051746,0.046678,9.897186,21.323075,71.300446,5.668401,6.209549,5.601342,1.086735,0.000000,0.007649,1.000000,0.00764920,1.821541,0.000000,8,0.378139,0.237645,,,90.333755,135.059302,0.668845,0.000000
29,29.000,0.084151,0.178785,0.588780,0.046244,0.053643,0.048396,10.098177,21.454227,70.653584,5.549334,6.437191,5.807486,1.012138,0.000000,0.072239,1.000000,0.07223871,1.837402,0.000000,8,0.375937,0.242281,,,89.443223,135.068053,0.662209,0.000000
30,30.000,0.085832,0.179828,0.583205,0.045290,0.055689,0.050156,10.299834,21.579352,69.984576,5.434795,6.682668,6.018774,1.061234,0.111111,0.057736,1.000000,0.05773648,1.853643,0.000000,9,0.421953,0.397926,,,88.499017,135.080411,0.655158,0.000000
31,31.000,0.087516,0.180818,0.577445,0.044376,0.057886,0.051960,10.501962,21.698108,69.293389,5.325064,6.946321,6.235155,1.060629,0.000000,0.009268,1.000000,0.00926781,1.870245,0.000000,9,0.418853,0.402164,,,86.628435,135.096484,0.641234,0.000000
32,32.000,0.089203,0.181751,0.571500,0.043504,0.060237,0.053805,10.704353,21.810146,68.580032,5.220427,7.228480,6.456563,1.057490,0.000000,0.011455,1.000000,0.01145549,1.887187,0.000000,9,0.415554,0.406747,,,89.562998,135.116384,0.662858,0.000000
33,33.000,0.090890,0.182626,0.565371,0.042677,0.062746,0.055691,10.906782,21.915103,67.844558,5.121180,7.529461,6.682916,1.025878,0.000000,0.033558,1.000000,0.03355753,1.904445,0.000000,9,0.412052,0.411688,,,90.306465,135.140218,0.668243,0.000000
34,34.000,0.092575,0.183438,0.559059,0.041897,0.065413,0.057618,11.109011,22.012610,67.087068,5.027629,7.849562,6.914119,0.997508,0.000000,0.031527,1.000000,0.03152667,1.921996,0.000000,9,0.408343,0.417001,,,83.686563,135.168095,0.619130,0.000000
35,35.000,0.094257,0.184186,0.552564,0.041167,0.068242,0.059584,11.310787,22.102287,66.307716,4.940088,8.189063,7.150059,1.056137,0.100000,0.067850,1.000000,0.06784950,1.939813,0.000000,10,0.441403,0.560021,,,89.251380,135.200124,0.660143,0.000000
36,36.000,0.095932,0.184865,0.545889,0.040491,0.071235,0.061588,11.511839,22.183744,65.506715,4.858877,8.548218,7.390606,1.029894,0.000000,0.028658,1.000000,0.02865792,1.957869,0.000000,10,0.436914,0.564419,,,83.358253,135.236410,0.616389,0.000000
37,37.000,0.097599,0.185472,0.539036,0.039869,0.074394,0.063630,11.711881,22.256586,64.684340,4.784327,8.927256,7.635611,1.023170,0.000000,0.016279,1.000000,0.01627890,1.976135,0.000000,10,0.432216,0.569032,,,86.568944,135.277056,0.639938,0.000000
38,38.000,0.099255,0.186003,0.532008,0.039306,0.077720,0.065708,11.910610,22.320410,63.840931,4.716773,9.326374,7.884903,1.058062,0.090909,0.045152,1.000000,0.04515178,1.994581,0.000000,11,0.457793,0.696467,,,87.336499,135.322163,0.645397,0.000000
39,39.000,0.100898,0.186457,0.524808,0.038805,0.081214,0.067819,12.107705,22.374808,62.976902,4.656555,9.745736,8.138293,0.992452,0.090909,0.079355,1.000000,0.07935503,2.013174,0.000000,10,0.422183,0.578835,,,87.305610,135.371826,0.644932,0.000000
40,40.000,0.102524,0.186828,0.517440,0.038367,0.084879,0.069963,12.302831,22.419370,62.092744,4.604020,10.185469,8.395567,0.997786,0.090909,0.027626,1.000000,0.02762619,2.031881,0.000000,11,0.446931,0.703209,,,82.660648,135.426138,0.610374,0.000000
41,41.000,0.104130,0.187114,0.509909,0.037996,0.088714,0.072137,12.495633,22.453680,61.189027,4.559517,10.645654,8.656489,1.001462,0.000000,0.012433,1.000000,0.01243262,2.050668,0.000000,11,0.441199,0.706545,,,83.667006,135.485183,0.617536,0.000000
42,42.000,0.105715,0.187311,0.502220,0.037695,0.092719,0.074340,12.685741,22.477325,60.266410,4.523396,11.126329,8.920798,1.067349,0.000000,0.059446,1.000000,0.05944591,2.069497,0.000000,11,0.435269,0.709783,,,90.381910,135.549043,0.666784,0.000000
43,43.000,0.107273,0.187416,0.494380,0.037467,0.096896,0.076568,12.872768,22.489892,59.325643,4.496009,11.627480,9.188208,1.013383,0.000000,0.052850,1.000000,0.05285033,2.088330,0.000000,11,0.429141,0.712853,,,85.372077,135.617787,0.629505,0.000000
44,44.000,0.108803,0.187425,0.486396,0.037314,0.101242,0.078820,13.056310,22.490970,58.367569,4.477708,12.149036,9.458407,1.014422,0.000000,0.014913,1.000000,0.01491265,2.107129,0.000000,11,0.422820,0.715672,,,89.217583,135.691481,0.657503,0.000000
45,45.000,0.110300,0.187335,0.478276,0.037240,0.105757,0.081092,13.235948,22.480156,57.393135,4.468838,12.690868,9.731054,1.038096,0.000000,0.020490,1.000000,0.02049036,2.125851,0.000000,11,0.416309,0.718141,,,88.537331,135.770178,0.652112,0.000000
46,46.000,0.111760,0.187142,0.470028,0.037248,0.110440,0.083382,13.411249,22.457056,56.403389,4.469743,13.252780,10.005782,0.987686,0.000000,0.050778,0.990909,0.05077792,2.144455,0.000000,11,0.409934,0.720143,,,86.473217,135.853921,0.636516,0.000000
47,47.000,0.113181,0.186844,0.461662,0.037340,0.115288,0.085685,13.581766,22.421284,55.399487,4.480758,13.834509,10.282196,0.959006,0.000000,0.031926,1.000000,0.03192628,2.162898,0.000000,11,0.403695,0.721548,,,83.558693,135.942742,0.614661,0.000000
48,48.000,0.114559,0.186437,0.453189,0.037518,0.120298,0.087999,13.747037,22.372471,54.382695,4.502209,14.435717,10.559872,0.975540,0.000000,0.015458,1.000000,0.01545822,2.181134,0.000000,11,0.397305,0.722208,,,84.725147,136.036659,0.622811,0.000000
49,49.000,0.115888,0.185919,0.444620,0.037787,0.125467,0.090320,13.906590,22.310265,53.354393,4.534409,15.055987,10.838355,0.950671,0.000000,0.029622,1.000000,0.02962166,2.199117,0.000000,11,0.390772,0.721959,,,83.183066,136.135676,0.611031,0.000000
50,50.000,0.117166,0.185286,0.435967,0.038147,0.130790,0.092643,14.059946,22.234332,52.316076,4.577657,15.694823,11.117166,1.011880,0.000000,0.058469,1.000000,0.05846895,2.216802,0.000000,11,0.384104,0.720624,,,86.895092,136.239782,0.637810,0.000000
51,51.000,0.118388,0.184536,0.427245,0.038602,0.136264,0.094965,14.206612,22.144366,51.269354,4.632234,16.351639,11.395794,1.015160,0.000000,0.016809,0.990909,0.01680869,2.234140,0.000000,11,0.377433,0.718019,,,85.389408,136.348950,0.626256,0.000000
52,52.000,0.119551,0.183667,0.418466,0.039153,0.141881,0.097281,14.346095,22.040084,50.215953,4.698403,17.025763,11.673701,0.969321,0.000000,0.047080,1.000000,0.04708033,2.251086,0.000000,11,0.371192,0.713958,,,91.817166,136.463135,0.672835,0.000000
53,53.000,0.120649,0.182677,0.409648,0.039803,0.147637,0.099586,14.477895,21.921238,49.157715,4.776400,17.716429,11.950324,0.927465,0.000000,0.045040,0.990909,0.04503985,2.267590,0.000000,11,0.365185,0.708260,,,84.091782,136.582272,0.615686,0.000000
54,54.000,0.121679,0.181563,0.400805,0.040554,0.153523,0.101876,14.601512,21.787611,48.096594,4.866438,18.422774,12.225071,0.927686,0.000000,0.018988,0.990909,0.01898839,2.283606,0.000000,11,0.359609,0.700765,,,82.945168,136.706279,0.606740,0.000000
55,55.000,0.122637,0.180325,0.391955,0.041406,0.159532,0.104144,14.716447,21.639029,47.034656,4.968697,19.143842,12.497330,0.926249,0.000000,0.019870,1.000000,0.01987009,2.299088,0.000000,11,0.354536,0.691346,,,86.288416,136.835052,0.630602,0.000000
56,56.000,0.123518,0.178961,0.383117,0.042361,0.165655,0.106387,14.822206,21.475356,45.974072,5.083328,19.878575,12.766463,0.927074,0.000000,0.019183,1.000000,0.01918250,2.313989,0.000000,11,0.349430,0.679926,,,80.974476,136.968464,0.591191,0.000000
57,57.000,0.124319,0.177471,0.374309,0.043420,0.171882,0.108598,14.918303,21.296505,44.917115,5.210444,20.625819,13.031814,0.954928,0.000000,0.027636,1.000000,0.02763631,2.328267,0.000000,11,0.344303,0.666499,,,85.487528,137.106367,0.623512,0.000000
58,58.000,0.125036,0.175854,0.365551,0.044584,0.178203,0.110773,15.004265,21.102435,43.866151,5.350119,21.384320,13.292709,0.898992,0.000000,0.059957,0.990909,0.05995739,2.341879,0.000000,11,0.339426,0.651147,,,88.935050,137.248592,0.647985,0.000000
59,59.000,0.125664,0.174110,0.356864,0.045853,0.184606,0.112904,15.079630,20.893162,42.823632,5.502388,22.152728,13.548460,0.936708,0.214286,0.089760,0.995565,0.08976047,2.354786,0.500000,14,0.410981,0.845682,,,90.826866,137.394945,0.661064,0.000000
60,60.000,0.126200,0.172240,0.348267,0.047227,0.191080,0.114986,15.143957,20.668755,41.792087,5.667239,22.929596,13.798367,0.923421,0.000000,0.022660,1.000000,0.02266048,2.366951,0.000000,14,0.407520,0.827426,,,88.299993,137.545208,0.641971,0.000000
61,61.000,0.126640,0.170245,0.339784,0.048705,0.197612,0.117014,15.196827,20.429341,40.774107,5.844614,23.713388,14.041723,0.895836,0.000000,0.030462,1.000000,0.03046207,2.378343,0.000000,14,0.404136,0.809314,,,82.733289,137.699140,0.600826,0.000000
62,62.000,0.126982,0.168126,0.331436,0.050287,0.204187,0.118982,15.237846,20.175111,39.772341,6.034406,24.502481,14.277815,0.896006,0.000000,0.019541,1.000000,0.01954075,2.388933,0.000000,14,0.400839,0.791818,,,80.580360,137.856477,0.584524,0.000000
63,63.000,0.127222,0.165886,0.323246,0.051970,0.210793,0.120883,15.266652,19.906317,38.789472,6.236458,25.295167,14.505934,0.934545,0.000000,0.041343,0.995565,0.04134317,2.398694,0.000000,14,0.397872,0.775438,,,81.967566,138.016934,0.593895,0.000000
64,64.000,0.127358,0.163527,0.315235,0.053755,0.217414,0.122711,15.282914,19.623276,37.828210,6.450559,26.089667,14.725373,0.931030,0.000000,0.019671,1.000000,0.01967140,2.407609,0.000000,14,0.395607,0.760686,,,84.988806,138.180199,0.615058,0.000000
65,65.000,0.127386,0.161053,0.307427,0.055637,0.224034,0.124462,15.286340,19.326372,36.891274,6.676446,26.884132,14.935436,0.877012,0.000000,0.057719,1.000000,0.05771901,2.415662,0.000000,14,0.393457,0.748051,,,82.336360,138.345944,0.595148,0.000000
66,66.000,0.127306,0.158467,0.299845,0.057615,0.230639,0.126129,15.276679,19.016054,35.981372,6.913799,27.676655,15.135441,0.898522,0.000000,0.024596,1.000000,0.02459592,2.422843,0.000000,14,0.391430,0.737970,,,83.877318,138.513817,0.605552,0.000000
67,67.000,0.127114,0.155774,0.292510,0.059685,0.237211,0.127706,15.253722,18.692836,35.101188,7.162246,28.465281,15.324726,0.929649,0.000000,0.033998,1.000000,0.03399777,2.429150,0.000000,14,0.389533,0.730804,,,86.582881,138.683448,0.624320,0.000000
68,68.000,0.126811,0.152978,0.285445,0.061845,0.243733,0.129189,15.217310,18.357302,34.253360,7.421360,29.248016,15.502653,0.889248,0.000000,0.042845,0.995565,0.04284466,2.434582,0.000000,14,0.387992,0.726808,,,84.602052,138.854452,0.609286,0.000000
69,69.000,0.126394,0.150084,0.278671,0.064089,0.250190,0.130572,15.167331,18.010094,33.440463,7.690659,30.022839,15.668614,0.909830,0.000000,0.023695,0.995565,0.02369493,2.439147,0.000000,14,0.386965,0.726121,,,85.616021,139.026427,0.615826,0.000000
70,70.000,0.125864,0.147099,0.272208,0.066413,0.256564,0.131850,15.103727,17.651920,32.664991,7.969611,30.787717,15.822034,0.915968,0.000000,0.016703,1.000000,0.01670272,2.442857,0.000000,14,0.386508,0.728760,,,90.882386,139.198958,0.652896,0.000000
71,71.000,0.125221,0.144030,0.266078,0.068814,0.262838,0.133020,15.026495,17.283546,31.929335,8.257632,31.540615,15.962378,0.862160,0.000000,0.057839,1.000000,0.05783933,2.445731,0.000000,14,0.386171,0.734617,,,88.533835,139.371618,0.635236,0.000000
72,72.000,0.124464,0.140882,0.260298,0.071284,0.268996,0.134076,14.935685,16.905792,31.235768,8.554093,32.279507,16.089155,0.823588,0.000000,0.043719,1.000000,0.04371926,2.447789,0.000000,14,0.385956,0.743476,,,85.743191,139.543976,0.614453,0.000000
73,73.000,0.123595,0.137663,0.254887,0.073819,0.275020,0.135016,14.831405,16.519530,30.586426,8.858319,33.002398,16.201922,0.804202,0.000000,0.022665,0.995565,0.02266495,2.449059,0.500000,14,0.386010,0.755029,,,76.127766,139.715591,0.544877,0.000000
74,74.000,0.122615,0.134381,0.249861,0.076413,0.280894,0.135836,14.713819,16.125680,29.983291,9.169594,33.707328,16.300287,0.856627,0.000000,0.062388,1.000000,0.06238817,2.449570,0.000000,14,0.386758,0.768896,,,84.812089,139.886021,0.606294,0.000000
75,75.000,0.121526,0.131043,0.245235,0.079060,0.286603,0.136533,14.583148,15.725201,29.428177,9.487166,34.392394,16.383914,0.884740,0.000000,0.033095,0.995565,0.03309516,2.449357,0.000000,14,0.387909,0.784654,,,87.224553,140.054824,0.622789,0.000000
76,76.000,0.120331,0.127659,0.241023,0.081752,0.292131,0.137104,14.439670,15.319088,28.922712,9.810250,35.055755,16.452524,0.843033,0.000000,0.045751,0.995565,0.04575095,2.448455,0.000000,14,0.389531,0.801854,,,84.394678,140.221562,0.601867,0.000000
77,77.000,0.119031,0.124236,0.237236,0.084484,0.297464,0.137549,14.283716,14.908365,28.468331,10.138035,35.695653,16.505900,0.808775,0.000000,0.039152,1.000000,0.03915212,2.446902,0.000000,14,0.391262,0.820043,,,82.053077,140.385802,0.584483,0.000000
78,78.000,0.117631,0.120784,0.233885,0.087247,0.302587,0.137866,14.115669,14.494078,28.066259,10.469686,36.310420,16.543887,0.776939,0.000000,0.037796,1.000000,0.03779561,2.444736,0.000000,14,0.393049,0.838783,,,84.432141,140.547121,0.600739,0.000000
79,79.000,0.116133,0.117311,0.230979,0.090036,0.307487,0.138053,13.935965,14.077290,27.717509,10.804354,36.898491,16.566391,0.837580,0.000000,0.073986,1.000000,0.07398629,2.441996,0.000000,14,0.394885,0.857660,,,86.515761,140.705105,0.614873,0.000000
80,80.000,0.114542,0.113826,0.228524,0.092843,0.312153,0.138112,13.745085,13.659071,27.422870,11.141176,37.458413,16.573386,0.763167,0.000000,0.087214,0.991131,0.08721411,2.438720,0.000000,14,0.396934,0.876294,,,83.194557,140.859358,0.590621,0.000000
81,81.000,0.112863,0.110337,0.226524,0.095661,0.316574,0.138041,13.543554,13.240492,27.182904,11.479287,37.988856,16.564907,0.810224,0.000000,0.059827,1.000000,0.05982735,2.434946,0.000000,14,0.399473,0.894344,,,90.973671,141.009500,0.645160,0.000000
82,82.000,0.111099,0.106855,0.224983,0.098482,0.320738,0.137842,13.331939,12.822619,26.997948,11.817820,38.488620,16.541054,0.815564,0.000000,0.008908,1.000000,0.00890773,2.430709,0.000000,14,0.402003,0.911510,,,85.410150,141.155169,0.605080,0.000000
83,83.000,0.109257,0.103388,0.223901,0.101299,0.324639,0.137517,13.110842,12.406505,26.868107,12.155916,38.956641,16.501989,0.791414,0.000000,0.027688,1.000000,0.02768784,2.426041,0.000000,14,0.404515,0.927532,,,78.416351,141.296025,0.554979,0.000000
84,84.000,0.107341,0.099943,0.223277,0.104106,0.328267,0.137066,12.880895,11.993184,26.793263,12.492727,39.391999,16.447932,0.810872,0.000000,0.025979,1.000000,0.02597950,2.420973,0.000000,14,0.407003,0.942187,,,83.282010,141.431754,0.588849,0.000000
85,85.000,0.105356,0.096531,0.223109,0.106895,0.331616,0.136493,12.642760,11.583664,26.773077,12.827422,39.793915,16.379163,0.728618,0.214286,0.155546,1.000000,0.15554626,2.415532,0.000000,11,0.349241,0.683665,,,87.818243,141.562065,0.620352,0.000000
86,86.000,0.103309,0.093158,0.223392,0.109660,0.334681,0.135800,12.397118,11.178921,26.806994,13.159192,40.161761,16.296015,0.724345,0.000000,0.007378,1.000000,0.00737795,2.409741,0.000000,11,0.351753,0.695036,,,78.809159,141.686693,0.556221,0.000000
87,87.000,0.101206,0.089832,0.224119,0.112394,0.337459,0.134991,12.144670,10.779893,26.894255,13.487256,40.495054,16.198872,0.804327,0.214286,0.156845,1.000000,0.15684489,2.403621,0.000000,14,0.414261,0.976232,,,90.440376,141.805402,0.637778,0.000000
88,88.000,0.099051,0.086562,0.225283,0.115091,0.339945,0.134068,11.886128,10.387478,27.033905,13.810862,40.793460,16.088168,0.751067,0.214286,0.120951,0.995565,0.12095069,2.397190,0.000000,11,0.356399,0.712184,,,83.550756,141.917984,0.588726,0.000000
89,89.000,0.096852,0.083354,0.226873,0.117744,0.342140,0.133036,11.622210,10.002523,27.224805,14.129296,41.056789,15.964377,0.721691,0.000000,0.036371,1.000000,0.03637124,2.390463,0.000000,11,0.358591,0.717747,,,80.226573,142.024260,0.564879,0.000000
90,90.000,0.094614,0.080215,0.228880,0.120349,0.344042,0.131900,11.353639,9.625829,27.465647,14.441879,41.284992,15.828014,0.762462,0.000000,0.056226,1.000000,0.05622617,2.383449,0.000000,11,0.360648,0.721193,,,82.533743,142.124080,0.580716,0.000000
91,91.000,0.092343,0.077151,0.231291,0.122900,0.345651,0.130664,11.081135,9.258140,27.754965,14.747976,41.478158,15.679626,0.766463,0.000000,0.009515,1.000000,0.00951549,2.376160,0.000000,11,0.362569,0.722460,,,81.705697,142.217322,0.574513,0.000000
92,92.000,0.090045,0.074168,0.234093,0.125392,0.346971,0.129332,10.805411,8.900145,28.091154,15.046993,41.636505,15.519792,0.708256,0.000000,0.073149,1.000000,0.07314930,2.368602,0.000000,11,0.364353,0.721503,,,76.435201,142.303896,0.537127,0.000000
93,93.000,0.087726,0.071271,0.237271,0.127820,0.348003,0.127909,10.527170,8.552474,28.472482,15.338385,41.760376,15.349114,0.689169,0.000000,0.023969,1.000000,0.02396901,2.360781,0.000000,11,0.365998,0.718289,,,76.774726,142.383735,0.539210,0.000000
94,94.000,0.085393,0.068464,0.240809,0.130180,0.348752,0.126402,10.247101,8.215698,28.897107,15.621649,41.850230,15.168215,0.684011,0.000000,0.006975,0.990909,0.00697460,2.352701,0.000000,11,0.367522,0.712804,,,76.041122,142.456803,0.533784,0.000000
95,95.000,0.083049,0.065753,0.244692,0.132469,0.349222,0.124814,9.965876,7.890328,29.363094,15.896333,41.906635,14.977733,0.721393,0.000000,0.054765,1.000000,0.05476472,2.344366,0.000000,11,0.369046,0.705044,,,83.341982,142.523090,0.584761,0.000000
96,96.000,0.080701,0.063140,0.248904,0.134684,0.349419,0.123153,9.684143,7.576813,29.868433,16.162033,41.930260,14.778317,0.739418,0.000000,0.027423,1.000000,0.02742304,2.335779,0.000000,11,0.370445,0.695024,,,82.444119,142.582608,0.578220,0.000000
97,97.000,0.078354,0.060630,0.253425,0.136820,0.349349,0.121422,9.402531,7.275545,30.411049,16.418391,41.921862,14.570622,0.670490,0.000000,0.090372,1.000000,0.09037228,2.326944,0.000000,11,0.371720,0.682776,,,85.133003,142.635395,0.596857,0.000000
98,98.000,0.076014,0.058224,0.258240,0.138876,0.349019,0.119628,9.121639,6.986854,30.988822,16.665098,41.882282,14.355305,0.692829,0.000000,0.035272,1.000000,0.03527227,2.317864,0.000000,11,0.372873,0.668349,,,79.268069,142.681512,0.555559,0.000000
